Row	log2fc	pval
ENSG00000000003	0.00573882139179355	0.03360464127035
ENSG00000000419	0.0666328463835889	0.537596412718276
ENSG00000000457	0.0663590479612215	0.706847261125287
ENSG00000000460	0.219190175782712	2.65004366728651
ENSG00000000938	0.16966088318628	1.576115781818
ENSG00000000971	0.135394215056305	1.09362048278998
ENSG00000001036	0.0430166810011943	0.338156098198756
ENSG00000001084	0.231587964540729	1.77444583959393
ENSG00000001167	0.0754458447595303	0.645007482935472
ENSG00000001460	5.99681759495672e-05	0.000529553204547194
ENSG00000001461	0.0394539771642466	0.274898939935941
ENSG00000001497	0.0522209132706134	0.407641503142466
ENSG00000001561	0.0111547901358852	0.0666542376073961
ENSG00000001617	0	0.0575281437501066
ENSG00000001626	0	0.043309658082158
ENSG00000001629	0.175287294869846	2.34819605504623
ENSG00000001630	0.0069941538902297	0.0409097696713346
ENSG00000001631	0.0682148717952808	0.552673340209842
ENSG00000002016	0.0333159879928876	0.227336447562323
ENSG00000002330	0.0131018801957871	0.0802275953590498
ENSG00000002549	0.0658797020584977	0.491413795109285
ENSG00000002586	0.248231574482911	1.83678551904524
ENSG00000002587	0.0875483376530007	0.705208544932562
ENSG00000002726	0	0.285993158554302
ENSG00000002745	0.0795127308668355	0.666237437453833
ENSG00000002746	0	0.00919750850843419
ENSG00000002822	0.0949273647127967	0.731364688401027
ENSG00000002834	0.485841429979086	5.23268844906148
ENSG00000002919	0.064196246283126	0.527052096100515
ENSG00000002933	0.0330285703451107	0.335335716902767
ENSG00000003056	0.00987207867554007	0.0588459547434801
ENSG00000003096	0.0738872485597876	0.611570771179185
ENSG00000003137	0	0.000925321979835962
ENSG00000003147	0.199459825347455	1.6994020688019
ENSG00000003249	0.180691832360217	1.65340537023068
ENSG00000003393	0.0300233483519347	0.233333586922665
ENSG00000003400	0.163332943097773	2.86805657086491
ENSG00000003402	0.00221836419718953	0.0106198434169527
ENSG00000003436	0.0951469160589559	0.799334140764288
ENSG00000003509	0.221498990188463	3.09680181280217
ENSG00000003756	0.0579119447657886	0.507288583591078
ENSG00000003987	0	0.0510167575053375
ENSG00000003989	0	0.0011633927201055
ENSG00000004059	0.00586762600121506	0.039768133322902
ENSG00000004139	0.306095412295567	2.6849893070399
ENSG00000004142	0.00832968451912775	0.0602084697480706
ENSG00000004399	0.658210534223018	4.28085355687033
ENSG00000004455	0.0748377531880744	0.835464276658987
ENSG00000004468	0.0330518221507184	0.215314876403368
ENSG00000004478	0.170240382495231	1.55825900418273
ENSG00000004487	0.0812911000368398	0.621446684721532
ENSG00000004534	0.0803917521892542	0.629039022476039
ENSG00000004660	0.210338710721185	1.58257040516397
ENSG00000004700	0.0116618360975767	0.0863555473493758
ENSG00000004766	0.192437001483242	2.24820238929429
ENSG00000004776	0	0.00340051272474559
ENSG00000004777	0	1.73495645219781
ENSG00000004779	0.111118969717959	1.00162766041782
ENSG00000004799	0.177488757564645	1.36018351378912
ENSG00000004809	0.053280601834939	0.400002946054397
ENSG00000004838	0.0361834873409976	0.318741451772968
ENSG00000004846	0.0542158085645275	0.529210680732607
ENSG00000004848	0	0.0481364583292106
ENSG00000004864	0.0282364113906052	0.181368314333204
ENSG00000004866	0.141112232898687	1.18406838455991
ENSG00000004897	0.122392339172182	0.974011613854363
ENSG00000004939	0.079298929556964	0.783352714532627
ENSG00000004948	0	0.0266571302042278
ENSG00000004961	0.0485613246063073	0.444774634345917
ENSG00000004975	0.308770615798836	2.43550637498593
ENSG00000005001	0	0.0207229445526999
ENSG00000005007	0.497743332246075	4.68067417761746
ENSG00000005020	0.0632840323424967	0.486081265132195
ENSG00000005022	0.0735749588206449	0.635389416547353
ENSG00000005059	0.0943243790246302	0.980527535044916
ENSG00000005073	0	0.0156311424438784
ENSG00000005075	0.0259440025898678	0.169869969945032
ENSG00000005100	0.100103850735203	1.03863957404241
ENSG00000005102	0.0379929523533306	0.344585768110849
ENSG00000005108	0.00342009895235846	0.0264563937089638
ENSG00000005156	0.0140997178306532	0.0879845777292516
ENSG00000005175	0.0619634407908005	0.523596981127923
ENSG00000005187	0.34462203757647	3.04070684797064
ENSG00000005189	0.195439856308158	1.46920013598055
ENSG00000005194	0.00260360677167912	0.0145983289072255
ENSG00000005206	0.370392932415046	2.65948811819199
ENSG00000005238	0.0125300041867224	0.077346664128597
ENSG00000005243	0	0.706758545191901
ENSG00000005249	0.106927990671237	0.839439186317532
ENSG00000005302	0.100779218586811	0.818139755698894
ENSG00000005339	0.242967091961032	2.04908532488282
ENSG00000005379	0.409326424713311	2.67211948774596
ENSG00000005381	0.0346662139889026	0.304074698799108
